Timestamp,"Do you currently work as a psychological scientist (i.e., conduct psychological research or teach psychology/psychological science at a university or research institute)? ",What is your highest completed university-level education in psychology/psychological science? ,Which option best describes the subfield you currently work in most of the time?,1. How common is this phenomenon in your subfield today?,1. How common is this phenomenon in psychological science in general today?,"1. If this occurs, how harmful is this phenomenon for psychological science?  ",2. How common is this phenomenon in your subfield today?,2. How common is this phenomenon in psychological science in general today?,"2. If this occurs, how harmful is this phenomenon for psychological science?  ",3. How common is this phenomenon in your subfield today?,3. How common is this phenomenon in psychological science in general today?,"3. If this occurs, how harmful is this phenomenon for psychological science?  ",4. How common is this phenomenon in your subfield today?,4. How common is this phenomenon in psychological science in general today?,"4. If this occurs, how harmful is this phenomenon for psychological science?  ",5. How common is this phenomenon in your subfield today?,5. How common is this phenomenon in psychological science in general today?,"5. If this occurs, how harmful is this phenomenon for psychological science?  ",6. How common is this phenomenon in your subfield today?,6. How common is this phenomenon in psychological science in general today?,"6. If this occurs, how harmful is this phenomenon for psychological science?  ",7. How common is this phenomenon in your subfield today?,7. How common is this phenomenon in psychological science in general today?,"7. If this occurs, how harmful is this phenomenon for psychological science?  ",8. How common is this phenomenon in your subfield today?,8. How common is this phenomenon in psychological science in general today?,"8. If this occurs, how harmful is this phenomenon for psychological science?  ",9. How common is this phenomenon in your subfield today?,9. How common is this phenomenon in psychological science in general today?,"9. If this occurs, how harmful is this phenomenon for psychological science?  ",How common is this phenomenon in your subfield today?,10. How common is this phenomenon in psychological science in general today?,"10. If this occurs, how harmful is this phenomenon for psychological science?  ",11. How common is this phenomenon in your subfield today?,11. How common is this phenomenon in psychological science in general today?,"11. If this occurs, how harmful is this phenomenon for psychological science?  ",12. How common is this phenomenon in your subfield today?,12. How common is this phenomenon in psychological science in general today?,"12. If this occurs, how harmful is this phenomenon for psychological science?  ",13. How common is this phenomenon in your subfield today?,13. How common is this phenomenon in psychological science in general today?,"13. If this occurs, how harmful is this phenomenon for psychological science?  ",1. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"1. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",2. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"2. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",3. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"3. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",4. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"4. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  ",5. To what extent do you agree that insufficient theory development contributes to this phenomenon?  ,"5. Assuming this phenomenon occurs, how large is the causal contribution of insufficient theory development?  "
3/28/2026 13:12:49,"Yes, primarily",Psychology MA/MSc or equivalent,Psychometrics / quantitative methods and statistics,4.0,5.0,6.0,3.0,4.0,7.0,2.0,5.0,6.0,5.0,7.0,7.0,2.0,6.0,7.0,2.0,6.0,7.0,4.0,4.0,5.0,6.0,4.0,5.0,5.0,3.0,6.0,4.0,5.0,5.0,6.0,7.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0
3/30/2026 23:28:10,"Yes, primarily",Psychology MA/MSc or equivalent,Organizational psychology,7.0,7.0,3.0,2.0,4.0,2.0,7.0,7.0,1.0,7.0,7.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,1.0,4.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,6.0,6.0,2.0,1.0,1.0,1.0
3/31/2026 13:17:41,"Yes, partly",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,6.0,5.0,7.0,5.0,5.0,3.0,5.0,5.0,7.0,5.0,6.0,6.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,1.0,7.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,6.0,4.0,4.0,7.0,7.0,6.0,7.0,6.0,4.0,4.0,7.0,3.0,7.0,6.0,3.0,5.0,7.0,7.0,7.0,3.0
3/31/2026 18:03:08,"Yes, partly",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,4.0,5.0,6.0,6.0,7.0,7.0,2.0,5.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,6.0,7.0,7.0,7.0,5.0,3.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,6.0,3.0,3.0
3/31/2026 23:54:28,No,Psychology PhD or equivalent,Evolutionary Psychology,4.0,4.0,4.0,2.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,6.0,6.0,5.0,7.0,6.0,3.0,6.0,6.0,2.0,6.0,6.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,2.0,6.0,6.0,4.0,4.0
4/9/2026 17:14:30,No,Psychology MA/MSc or equivalent,General / multidisciplinary,6.0,7.0,5.0,4.0,6.0,6.0,7.0,7.0,3.0,6.0,7.0,7.0,6.0,7.0,4.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,5.0,3.0,7.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,4.0,7.0,6.0,6.0,6.0,6.0,7.0,4.0,1.0
4/11/2026 7:07:32,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,7.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,2.0,4.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,5.0
4/11/2026 11:55:36,No,"Degree in another field, but psychology minor/substantial coursework",Psychometrics / quantitative methods and statistics,7.0,6.0,7.0,7.0,5.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,2.0,1.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
4/12/2026 7:16:53,"Yes, primarily",Psychology BA/BSc (major) or equivalent,Clinical psychology / mental health,5.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,4.0,4.0,6.0,4.0,4.0,7.0,5.0,2.0,6.0,4.0,7.0,7.0,7.0,2.0,2.0,7.0,4.0,6.0,7.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,4.0,4.0,4.0
4/12/2026 10:30:08,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,2.0,5.0,6.0,5.0,6.0,3.0,2.0,5.0,2.0,6.0,6.0,6.0,2.0,5.0,5.0,1.0,6.0,4.0,7.0,7.0,2.0,6.0,6.0,6.0,6.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,3.0,2.0,1.0,2.0,6.0,2.0,2.0,6.0,6.0,7.0,7.0
4/13/2026 3:39:11,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,7.0
4/16/2026 18:32:44,"Yes, primarily",Psychology PhD or equivalent,Psychology and law,7.0,5.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,5.0,6.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,7.0,5.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,2.0,3.0
4/30/2026 16:14:13,"Yes, primarily",Psychology PhD or equivalent,General / multidisciplinary,3.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,7.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,4.0,4.0
5/15/2026 7:29:20,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,7.0,6.0,4.0,5.0,3.0,6.0,6.0,5.0,5.0,5.0,6.0,3.0,4.0,4.0,7.0,6.0,6.0,2.0,3.0,3.0,2.0,3.0,1.0,6.0,6.0,2.0,6.0,7.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,6.0,1.0,1.0,7.0,7.0,2.0,2.0,7.0,6.0,7.0,6.0
5/15/2026 7:37:03,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,5.0,4.0,4.0,6.0,5.0,5.0,6.0,7.0,7.0,4.0,7.0,7.0,3.0,5.0,5.0,4.0,6.0,6.0,4.0,7.0,7.0,5.0,7.0,7.0,5.0,3.0,3.0,5.0,7.0,7.0,5.0,6.0,4.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0
5/15/2026 7:56:48,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,4.0,6.0,5.0,5.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0
5/15/2026 7:58:00,"Yes, primarily",Psychology PhD or equivalent,Evolutionary Psychology,2.0,6.0,7.0,4.0,5.0,7.0,7.0,7.0,2.0,5.0,7.0,5.0,5.0,7.0,7.0,4.0,6.0,5.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0,7.0,5.0,3.0,4.0
5/15/2026 8:07:29,"Yes, primarily",Psychology PhD or equivalent,Media psychology,7.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,7.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,7.0
5/15/2026 8:58:48,"Yes, primarily",Psychology PhD or equivalent,social psy/cognitive/metascience,6.0,6.0,5.0,3.0,3.0,,4.0,4.0,,3.0,4.0,,5.0,5.0,6.0,4.0,4.0,,6.0,6.0,2.0,4.0,4.0,,,,,7.0,5.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,,,,5.0,5.0,,,3.0,4.0,6.0,5.0,4.0,4.0
5/15/2026 9:10:01,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,5.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0
5/15/2026 9:20:54,"Yes, primarily",Psychology PhD or equivalent,Evolutionary Psychology,5.0,5.0,5.0,3.0,3.0,3.0,6.0,6.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0
5/15/2026 9:27:56,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,7.0
5/15/2026 11:11:03,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,4.0,4.0,4.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,7.0,5.0,5.0,4.0,6.0,6.0,7.0,7.0
5/15/2026 12:38:32,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,3.0,4.0,6.0,6.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,7.0,7.0,6.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0
5/15/2026 13:03:02,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,5.0,3.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,3.0,5.0,5.0,7.0,7.0,,
5/15/2026 13:32:07,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,5.0,6.0,4.0,4.0,7.0,3.0,3.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,7.0,7.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,7.0,7.0,7.0,5.0,5.0,6.0,5.0,3.0,6.0,5.0,3.0,5.0,3.0,3.0,7.0,7.0
5/15/2026 13:56:23,"Yes, primarily",Psychology PhD or equivalent,Social psychology,4.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,3.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,6.0,,
5/15/2026 14:14:20,"Yes, partly",Psychology PhD or equivalent,Cognitive psychology / cognitive science,3.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,,2.0,2.0,5.0,,5.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,7.0,7.0,7.0,6.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,6.0,4.0,7.0
5/15/2026 14:45:34,"Yes, primarily",Psychology PhD or equivalent,Biological psychology,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,4.0,6.0,5.0,7.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0
5/15/2026 14:47:31,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,6.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
5/15/2026 15:21:31,"Yes, primarily",Psychology PhD or equivalent,Developmental psychology,7.0,7.0,5.0,3.0,3.0,5.0,6.0,6.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0
5/15/2026 16:15:37,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,6.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,3.0,5.0,5.0,4.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
5/15/2026 17:15:52,"Yes, primarily",Psychology PhD or equivalent,Social psychology,5.0,5.0,4.0,6.0,6.0,5.0,3.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,5.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,4.0,3.0
5/15/2026 17:26:41,"Yes, primarily",Psychology PhD or equivalent,Social psychology,4.0,4.0,1.0,6.0,6.0,6.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0,7.0,4.0,3.0,3.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0
5/15/2026 17:44:31,"Yes, primarily","Degree in another field, but psychology minor/substantial coursework",Cognitive psychology / cognitive science,5.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,7.0,4.0,6.0,6.0,3.0,5.0,5.0,3.0,6.0,6.0,6.0,7.0,7.0,3.0,3.0,2.0,3.0,6.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,6.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,3.0,2.0
5/15/2026 18:56:23,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,4.0,4.0,5.0,,,,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0
5/15/2026 19:41:09,"Yes, partly",Psychology PhD or equivalent,Evolutionary Psychology,4.0,7.0,6.0,3.0,7.0,6.0,5.0,7.0,3.0,4.0,5.0,7.0,3.0,5.0,6.0,5.0,6.0,3.0,7.0,1.0,4.0,3.0,2.0,4.0,5.0,6.0,4.0,2.0,7.0,7.0,3.0,6.0,7.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,5.0,4.0,5.0,3.0,5.0,6.0,7.0,5.0,7.0
5/15/2026 20:11:27,"Yes, primarily",Psychology PhD or equivalent,Cognitive psychology / cognitive science,6.0,7.0,6.0,7.0,7.0,6.0,3.0,3.0,4.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,5.0,5.0
5/16/2026 9:10:09,"Yes, primarily",Psychology MA/MSc or equivalent,Social psychology,7.0,5.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,4.0,7.0,3.0,3.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
5/16/2026 14:09:24,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,5.0,7.0,7.0,6.0,7.0,7.0,3.0,6.0,6.0,7.0,5.0,5.0,5.0,7.0,7.0,4.0,7.0,7.0,2.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,4.0,6.0,6.0,7.0,6.0,5.0,5.0,7.0,5.0
5/16/2026 16:28:46,"Yes, partly",Psychology MA/MSc or equivalent,Social psychology,4.0,5.0,4.0,5.0,5.0,,6.0,6.0,2.0,3.0,3.0,6.0,5.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0
5/16/2026 17:00:14,"Yes, partly",Psychology PhD or equivalent,Social psychology,3.0,3.0,6.0,5.0,5.0,6.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0
5/16/2026 22:21:47,"Yes, primarily",Psychology PhD or equivalent,Clinical psychology / mental health,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0
5/17/2026 10:28:56,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,6.0,5.0,4.0,4.0,4.0,7.0,7.0,3.0,5.0,5.0,7.0,5.0,5.0,7.0,6.0,6.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0
5/17/2026 12:19:14,"Yes, primarily",Psychology PhD or equivalent,Social psychology,3.0,3.0,5.0,5.0,6.0,6.0,2.0,4.0,5.0,6.0,6.0,7.0,3.0,2.0,4.0,6.0,6.0,4.0,6.0,7.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,5.0,6.0,3.0,7.0,7.0,7.0,7.0,,7.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0
5/17/2026 19:31:45,"Yes, partly",Psychology PhD or equivalent,Organizational psychology,5.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,7.0,7.0,5.0,3.0,5.0,3.0,6.0,7.0
5/17/2026 21:40:34,"Yes, primarily",Psychology PhD or equivalent,Psychometrics / quantitative methods and statistics,6.0,7.0,7.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,4.0,2.0,4.0,2.0,7.0,6.0,7.0,5.0,5.0,5.0,7.0,7.0,7.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,3.0,3.0
5/18/2026 12:42:44,"Yes, primarily",Psychology PhD or equivalent,Organizational psychology,6.0,6.0,7.0,4.0,4.0,5.0,6.0,6.0,7.0,3.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0
5/18/2026 14:55:40,No,Psychology BA/BSc (major) or equivalent,Social psychology,4.0,5.0,5.0,3.0,3.0,5.0,6.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,2.0,7.0,7.0,6.0,6.0,6.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0
5/18/2026 21:52:29,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,4.0,7.0,6.0,7.0,7.0
5/19/2026 4:35:06,"Yes, primarily",Psychology PhD or equivalent,Social psychology,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,6.0,7.0,6.0,5.0,7.0,6.0,4.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0
5/19/2026 16:12:20,"Yes, primarily",Psychology PhD or equivalent,Social psychology,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,2.0,3.0,5.0,6.0,3.0,4.0,5.0,5.0,2.0,2.0
